standard,lemma,postag
accordingly,accord,av_vg
CHARMIAN,,
Amen,amen,uh_n
ALEXAS,,
Lo,lo,uh
now,now,av
if,if,cs
it,it,pn
lay,lie,vvd
in,in,acp-p
their,their,po
hands,hand,n2
to,to,acp-cs
make,make,vvi
me,i,pno
a,a,d
cuckold,cuckold,n1
they,they,pns
would,will,vmd
make,make,vvi
themselves,themselves,px
whores,whore,n2
but,but,acp-cc
they'd,they|will,pns|vmd
do,do,vvi
't,it,pn
ENOBARBUS,,
Hush,hush,uh_j
here,here,av
comes,come,vvz
Antony,Antony,n1-nn
CHARMIAN,,
Not,not,xx
he,he,pns
The,the,d
Queen,queen,n1
Enter,,
Cleopatra,,
CLEOPATRA,,
Saw,see,vvd
you,you,pn
my,my,po
lord,lord,n1
ENOBARBUS,,
No,no,uh-x
lady,lady,n1
CLEOPATRA,,
Was,be,vvd
he,he,pns
not,not,xx
here,here,av
CHARMIAN,,
No,no,uh-x
madam,madam,n1
CLEOPATRA,,
He,he,pns
was,be,vvd
disposed,dispose,vvn
to,to,acp-p
mirth,mirth,n1
but,but,acp-cc
on,on,acp-p
the,the,d
sudden,sudden,j
A,a,d
Roman,Roman,j-nn
thought,thought,n1
hath,have,vvz
struck,strike,vvn
him,he,pno
Enobarbus,Enobarbus,n1-nn
ENOBARBUS,,
Madam,madam,n1
CLEOPATRA,,
Seek,seek,vvb
him,he,pno
and,and,cc
bring,bring,vvb
him,he,pno
hither,hither,av
Where's,where|be,crq-q|vvz
Alexas,Alexas,n1-nn
ALEXAS,,
Here,here,av
at,at,acp-p
your,your,po
service,service,n1
My,my,po
lord,lord,n1
approaches,approach,vvz
Enter,,
Antony,,
with,,
a,,
Messenger,,
CLEOPATRA,,
We,we,pns
will,will,vmb
not,not,xx
look,look,vvi
upon,upon,acp-p
him,he,pno
Go,go,vvb
with,with,acp-p
us,we,pno
All,,
but,,
Antony,,
and,,
the,,
Messenger,,
exit,,
MESSENGER,,
Fulvia,Fulvia,n1-nn
thy,thy,po
wife,wife,n1
first,first,ord
came,come,vvd
into,into,acp-p
the,the,d
field,field,n1
ANTONY,,
Against,against,acp-p
my,my,po
brother,brother,n1
Lucius,Lucius,n1-nn
MESSENGER,,
Ay,ay,uh
But,but,acp-cc
soon,soon,av
that,that,d
war,war,n1
had,have,vvd
end,end,n1
and,and,cc
the,the,d
time's,time,n1g
state,state,n1
Made,make,vvn
friends,friend,n2
of,of,acp-p
them,they,pno
jointing,joint,vvg
their,their,po
force,force,n1
'gainst,against,acp-p
Caesar,Caesar,n1-nn
Whose,who,crq-rg
better,better,j-c
issue,issue,n1
in,in,acp-p
the,the,d
war,war,n1
from,from,acp-p
Italy,Italy,n1-nn
Upon,upon,acp-p
the,the,d
first,first,ord
encounter,encounter,n1
drave,drive,vvd
them,they,pno
ANTONY,,
Well,well,uh_mi
what,what,crq-q
worst,worst,j-s
MESSENGER,,
The,the,d
nature,nature,n1
of,of,acp-p
bad,bad,j
news,news,n1
infects,infect,vvz
the,the,d
teller,teller,n1
ANTONY,,
When,when,crq-cs
it,it,pn
concerns,concern,vvz
the,the,d
fool,fool,n1
or,or,cc
coward,coward,n1
On,on,acp-p
Things,thing,n2
that,that,cs
are,be,vvb
past,past,j
are,be,vvb
done,do,vvn
with,with,acp-p
me,i,pno
'Tis,it|be,pn|vvz
thus,thus,av
Who,who,crq-r
tells,tell,vvz
me,i,pno
true,true,j
though,though,cs
in,in,acp-p
his,his,po
tale,tale,n1
lie,lie,vvb
death,death,n1
I,i,pns
hear,hear,vvb
him,he,pno
as,as,acp-cs
he,he,pns
flattered,flatter,vvd
MESSENGER,,
Labienus,Labienus,n1-nn
This,this,d
is,be,vvz
stiff,stiff,j
news,news,n1
hath,have,vvz
with,with,acp-p
his,his,po
Parthian,Parthian,j-nn
force,force,n1
Extended,extend,vvn
Asia,Asia,n1-nn
from,from,acp-p
Euphrates,Euphrates,n1-nn
His,his,po
conquering,conquer,j_vg
banner,banner,n1
shook,shake,vvd
from,from,acp-p
Syria,Syria,n1-nn
To,to,acp-p
Lydia,Lydia,n1-nn
and,and,cc
to,to,acp-p
Ionia,Ionia,n1-nn
Whilst,while,cs
ANTONY,,
Antony,Antony,n1-nn
thou,thou,pns
wouldst,will,vmd2
say,say,vvi
MESSENGER,,
O,oh,uh
my,my,po
lord,lord,n1
ANTONY,,
Speak,speak,vvb
to,to,acp-p
me,i,pno
home,home,av_n
mince,mince,vvb
not,not,xx
the,the,d
general,general,j
tongue,tongue,n1
Name,name,vvb
Cleopatra,Cleopatra,n1-nn
as,as,acp-cs
she,she,pns
is,be,vvz
called,call,vvn
in,in,acp-p
Rome,Rome,n1-nn
Rail,rail,vvb
thou,thou,pns
in,in,acp-p
Fulvia's,Fulvia,n1g-nn
phrase,phrase,n1
and,and,cc
taunt,taunt,vvb
my,my,po
faults,fault,n2
With,with,acp-p
such,such,d
full,full,j
license,licence,n1
as,as,acp-cs
both,both,av_d
truth,truth,n1
and,and,cc
malice,malice,n1
Have,have,vvb
power,power,n1
to,to,acp-cs
utter,utter,vvi
O,oh,uh
then,then,av
we,we,pns
bring,bring,vvb
forth,forth,av
weeds,weed,n2
When,when,crq-cs
our,our,po
quick,quick,j
winds,wind,n2
lie,lie,vvb
still,still,av
and,and,cc
our,our,po
ills,ill,n2_j
told,tell,vvd
us,we,pno
Is,be,vvz
as,as,acp-p
our,our,po
earing,ear,n1_vg
Fare,fare,vvb
thee,thou,pno
well,well,av
awhile,awhile,av
MESSENGER,,
At,at,acp-p
your,your,po
noble,noble,j
pleasure,pleasure,n1
Messenger,,
exits,,
Enter,,
another,,
Messenger,,
ANTONY,,
From,from,acp-p
Sicyon,Sicyon,n1-nn
how,how,crq-cs
the,the,d
news,news,n1
Speak,speak,vvb
there,there,acp-av
SECOND,,
MESSENGER,,
The,the,d
man,man,n1
from,from,acp-p
Sicyon,Sicyon,n1-nn
ANTONY,,
Is,be,vvz
there,there,acp-av
such,such,d
an,a,d
one,one,pi
SECOND,,
MESSENGER,,
He,he,pns
stays,stay,vvz
upon,upon,acp-p
your,your,po
will,will,n1
ANTONY,,
Let,let,vvb
him,he,pno
appear,appear,vvi
Second,,
Messenger,,
exits,,
These,these,d
strong,strong,j
Egyptian,Egyptian,j-nn
fetters,fetter,n2
I,i,pns
must,must,vmb
break,break,vvi
Or,or,cc
lose,lose,vvb
myself,myself,px
in,in,acp-p
dotage,dotage,n1
Enter,,
another,,
Messenger,,
with,,
a,,
letter,,
What,what,crq-q
are,be,vvb
you,you,pn
THIRD,,
MESSENGER,,
Fulvia,Fulvia,n1-nn
thy,thy,po
wife,wife,n1
is,be,vvz
dead,dead,j
ANTONY,,
Where,where,crq-q
died,die,vvd
she,she,pns
THIRD,,
MESSENGER,,
In,in,acp-p
Sicyon,Sicyon,n1-nn
Her,her,po
length,length,n1
of,of,acp-p
sickness,sickness,n1
with,with,acp-p
what,what,crq-r
else,else,av
more,more,av-c_d
serious,serious,j
Importeth,import,vvz
thee,thou,pno
to,to,acp-cs
know,know,vvi
this,this,d
bears,bear,vvz
He,,
hands,,
Antony,,
the,,
letter,,
ANTONY,,
Forbear,forbear,vvb
me,i,pno
Third,,
Messenger,,
exits,,
There's,there|be,acp-av|vvz
a,a,d
great,great,j
spirit,spirit,n1
gone,go,vvn
Thus,thus,av
did,do,vvd
I,i,pns
desire,desire,vvi
it,it,pn
What,what,crq-q
our,our,po
contempts,contempt,n2
doth,do,vvz
often,often,av
hurl,hurl,vvi
from,from,acp-p
us,we,pno
We,we,pns
wish,wish,vvb
it,it,pn
ours,we,png
again,again,av
The,the,d
present,present,j
pleasure,pleasure,n1
By,by,acp-p
revolution,revolution,n1
lowering,lower,vvg
does,do,vvz
become,become,vvi
The,the,d
