standard,lemma,postag
disdain,disdain,n1
and,and,cc
shame,shame,n1
whereof,whereof,crq-cs
hath,have,vvz
ever,ever,av
since,since,acp-cs
kept,keep,vvn
Hector,Hector,n1-nn
fasting,fast,vvg
and,and,cc
waking,wake,vvg
Enter,,
Pandarus,,
CRESSIDA,,
Who,who,crq-q
comes,come,vvz
here,here,av
ALEXANDER,,
Madam,madam,n1
your,your,po
Uncle,uncle,n1
Pandarus,Pandarus,n1-nn
CRESSIDA,,
Hector's,Hector|be,n1-nn|vvz
a,a,d
gallant,gallant,j
man,man,n1
ALEXANDER,,
As,as,acp-cs
may,may,vmb
be,be,vvi
in,in,acp-p
the,the,d
world,world,n1
lady,lady,n1
PANDARUS,,
What's,what|be,crq-q|vvz
