standard,lemma,postag
For,for,acp-p
once,once,acp-av
upon,upon,acp-p
a,a,d
raw,raw,j
and,and,cc
gusty,gusty,j
day,day,n1
The,the,d
troubled,trouble,j_vn
Tiber,Tiber,n1-nn
chafing,chafe,vvg
with,with,acp-p
her,her,po
shores,shore,n2
Caesar,Caesar,n1-nn
said,say,vvd
to,to,acp-p
me,i,pno
Dar'st,dare,vv2
thou,thou,pns
Cassius,Cassius,n1-nn
now,now,av
Leap,leap,vvb
in,in,acp-p
with,with,acp-p
me,i,pno
into,into,acp-p
this,this,d
angry,angry,j
flood,flood,n1
And,and,cc
swim,swim,vvb
to,to,acp-p
yonder,yonder,d
point,point,n1
Upon,upon,acp-p
the,the,d
word,word,n1
Accoutered,accoutre,vvn
as,as,acp-cs
I,i,pns
was,be,vvd
I,i,pns
plungèd,plunge,vvd
in,in,acp-p
And,and,cc
bade,bid,vvd
him,he,pno
follow,follow,vvi
so,so,av
indeed,indeed,av
he,he,pns
did,do,vvd
The,the,d
torrent,torrent,n1
roared,roar,vvd
and,and,cc
we,we,pns
did,do,vvd
buffet,buffet,vvi
it,it,pn
With,with,acp-p
lusty,lusty,j
sinews,sinew,n2
throwing,throw,vvg
it,it,pn
aside,aside,av
And,and,cc
stemming,stem,vvg
it,it,pn
with,with,acp-p
hearts,heart,n2
of,of,acp-p
controversy,controversy,n1
But,but,acp-cc
ere,ere,acp-cs
we,we,pns
could,can,vmd
arrive,arrive,vvi
the,the,d
point,point,n1
proposed,propose,vvn
Caesar,Caesar,n1-nn
cried,cry,vvd
Help,help,vvb
me,i,pno
Cassius,Cassius,n1-nn
or,or,cc
I,i,pns
sink,sink,vvb
I,i,pns
as,as,acp-cs
Aeneas,Aeneas,n1-nn
our,our,po
great,great,j
ancestor,ancestor,n1
Did,do,vvd
from,from,acp-p
the,the,d
flames,flame,n2
of,of,acp-p
Troy,Troy,n1-nn
upon,upon,acp-p
his,his,po
shoulder,shoulder,n1
The,the,d
old,old,j
Anchises,Anchises,n1-nn
bear,bear,vvb
so,so,av
from,from,acp-p
the,the,d
waves,wave,n2
of,of,acp-p
Tiber,Tiber,n1-nn
Did,do,vvd
I,i,pns
the,the,d
tired,tire,j_vn
Caesar,Caesar,n1-nn
And,and,cc
this,this,d
man,man,n1
Is,be,vvz
now,now,av
become,become,vvb
a,a,d
god,god,n1
and,and,cc
Cassius,Cassius,n1-nn
is,be,vvz
A,a,d
wretched,wretched,j
creature,creature,n1
and,and,cc
must,must,vmb
bend,bend,vvi
his,his,po
body,body,n1
If,if,cs
Caesar,Caesar,n1-nn
carelessly,careless,av_j
but,but,acp-av
nod,nod,vvb
on,on,acp-p
him,he,pno
He,he,pns
had,have,vvd
a,a,d
fever,fever,n1
when,when,crq-cs
he,he,pns
was,be,vvd
in,in,acp-p
Spain,Spain,n1-nn
And,and,cc
